"phenocode","phenotype","category","pval","beta_altC","sebeta","mlogp","maf","n_case","n_control","bonferroni_sig","fdr","rank"
"HYPOTHY_REIMB","Hypothyroidism, drug reimbursement","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,16150,111954,NA,NA,1312
"I9_ABAORTANEUR","Abdominal aortic aneurysm (AAA)","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,4439,463106,NA,NA,1313
"I9_AF","Atrial fibrillation and flutter","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,63532,252810,NA,NA,1314
"I9_AF_REIMB","Atrial fibrillation and flutter with reimbursement","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,40251,252810,NA,NA,1315
"I9_ANEURYSM","Cerebral aneurysm, nonruptured","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,3310,453828,NA,NA,1316
"I9_ANGINA","Angina pectoris","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,44588,416171,NA,NA,1317
"I9_ANGIO","Coronary angioplasty","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,18248,416171,NA,NA,1318
"I9_AORTDIS","Dissection of aorta","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,1150,463106,NA,NA,1319
"I9_ARTEMBTHR","Arterial embolism and thrombosis","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,2266,463106,NA,NA,1320
"I9_ARTEMBTHRLOW","Arterial embolism and thrombosis of lower extremity artery","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,1297,463106,NA,NA,1321
"I9_ARTEMBTHRNAS","Other arterial embolism and thrombosis","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,1048,463106,NA,NA,1322
"I9_ARTOTH","Other diseases of arteries and capillaries","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,3541,463106,NA,NA,1323
"I9_ATHSCLE","Atherosclerosis, excluding cerebral and coronary sclerosis","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,19807,463106,NA,NA,1324
"I9_AVBLOCK","AV-block","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,7850,375343,NA,NA,1325
"I9_CABG","Coronary artery bypass grafting","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,13681,416171,NA,NA,1326
"I9_CARDARR","Cardiac arrest","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,3011,252810,NA,NA,1327
"I9_CARDMSEC","Cardiomyopathies, Secondary/extrinsic","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,219,375343,NA,NA,1328
"I9_CARDMYO","Cardiomyopathy","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,7649,375343,NA,NA,1329
"I9_CARDMYOALC","Alcoholic cardiomyopathy","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,165,492699,NA,NA,1330
"I9_CARDMYOHYP","Cardiomyopathy, Hypertrophic obstructive","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,653,375343,NA,NA,1331
"I9_CARDMYOOTH","Cardiomyopathy, other and unspecified","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,3122,375343,NA,NA,1332
"I9_CARDMYORESTR","Restrictive cardiomyopathy","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,114,492699,NA,NA,1333
"I9_CAVS_OPERATED","Calcific aortic valvular stenosis, operated","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,12418,487930,NA,NA,1334
"I9_CEREBATHER","Cerebral atherosclerosis","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,440,499908,NA,NA,1335
"I9_CEREBDOTH","Other specified cerebrovascular diseases, other cerebrovascular disorders in diseases classified elsewhere","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,2644,453828,NA,NA,1336
"I9_CEREBRART","Cerebral arteritis","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,93,453828,NA,NA,1337
"I9_CHD","Major coronary heart disease event","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,56650,443698,NA,NA,1338
"I9_CONDUCTIO","Conduction disorders","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,14027,375343,NA,NA,1339
"I9_CORATHER","Coronary atherosclerosis","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,63307,416171,NA,NA,1340
"I9_CVD_HARD","Hard cardiovascular diseases","Cardiometabolic endpoints",NA,NA,NA,NA,NA,80527,419821,NA,NA,1341
"I9_DISCER","Dissection of cerebral arteries, nonruptured","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,255,453828,NA,NA,1342
"I9_DISVEINLYMPH","Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,68125,432223,NA,NA,1343
"I9_EMBTHROAOR","Embolism and thrombosis of abdominal aorta","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,68,463106,NA,NA,1344
"I9_ENDOCARD","Endocarditis","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,1276,375343,NA,NA,1345
"I9_E_DRONE","Dronedarone medication","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,999,375343,NA,NA,1346
"I9_HEARTFAIL","Heart failure, strict","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,37653,462695,NA,NA,1347
"I9_HEARTFAIL_AND_CHD","Heart failure and coronary heart disease","Cardiometabolic endpoints",NA,NA,NA,NA,NA,17532,443698,NA,NA,1348
"I9_HEARTFAIL_AND_HYPERTCARDIOM","Heart failure and hypertrophic cardiomyopathy","Cardiometabolic endpoints",NA,NA,NA,NA,NA,561,498972,NA,NA,1349
"I9_HEARTFAIL_AND_OVERWEIGHT","Heart failure and bmi 25plus","Cardiometabolic endpoints",NA,NA,NA,NA,NA,22965,206576,NA,NA,1350
"I9_HYPERTENC","Hypertensive encephalopathy","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,124,453828,NA,NA,1351
"I9_HYPOTE","Hypotension","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,6488,492608,NA,NA,1352
"I9_HYPTENS","Hypertension","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,154630,345634,NA,NA,1353
"I9_HYPTENSEC","Secondary hypertension","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,3388,252810,NA,NA,1354
"I9_HYPTENSESS","Hypertension, essential","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,132515,345634,NA,NA,1355
"I9_HYPTENSHD","Hypertensive Heart Disease","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,11728,345634,NA,NA,1356
"I9_HYPTENSPOR","Hypertension, portal","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,98,494803,NA,NA,1357
"I9_HYPTENSPUL","Hypertension, Pulmonary Arterial","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,301,345634,NA,NA,1358
"I9_HYPTENSRD","Hypertensive Renal Disease","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,1367,345634,NA,NA,1359
"I9_ICH","Intracerebral haemorrhage","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,5112,450016,NA,NA,1360
"I9_IHD","Ischaemic heart disease, wide definition","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,84088,416260,NA,NA,1361
"I9_INTRACRA","Nontraumatic intracranial haemmorrhage","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,8638,453828,NA,NA,1362
"I9_LBBB","Left bundle-branch block","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,2766,375343,NA,NA,1363
"I9_LYMPHADE","Nonspecific lymphadenitis","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,2476,432223,NA,NA,1364
"I9_LYMPHOTH","Other noninfective disorders of lymphatic vessels and lymph nodes","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,1289,432223,NA,NA,1365
"I9_MI_COMPLICATIONS","Complications following myocardial infarction","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,301,416171,NA,NA,1366
"I9_MI_STRICT","Myocardial infarction, strict","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,31666,416171,NA,NA,1367
"I9_MYOCARD","Myocarditis","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,2062,252810,NA,NA,1368
"I9_NONISCHCARDMYOP_STRICT","Nonischemic cardiomyopathy","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,2108,413400,NA,NA,1369
"I9_OTHANEUR","Other aneurysm","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,1998,463106,NA,NA,1370
"I9_OTHARR","Other arrhythmias","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,39265,375343,NA,NA,1371
"I9_OTHILLHEART","Other or ill-defined heart diseases","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,2192,375343,NA,NA,1372
"I9_OTHINTRACRA","Other intracranial haemorrhages","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,1099,453828,NA,NA,1373
"I9_OTHOTH","Other other unspecified disorders of the circulatory system","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,1309,492608,NA,NA,1374
"I9_OTHPER","Other peripheral vascular diseases","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,3153,463106,NA,NA,1375
"I9_PERICAOTH","Other diseases of pericardium","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,1604,375343,NA,NA,1376
"I9_PERICARD","Pericarditis","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,1356,375343,NA,NA,1377
"I9_PHLETHROM","Phlebitis and thrombophlebitis (not including DVT)","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,9750,432223,NA,NA,1378
"I9_PHLETHROMBDVTLOW","DVT of lower extremities","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,8134,432223,NA,NA,1379
"I9_POSTAMI","Status post-ami","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,3757,416171,NA,NA,1380
"I9_PROGVASC","Progressive vascular leukoencephalopathy","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,1096,453828,NA,NA,1381
"I9_PULMEMB","Pulmonary embolism","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,12762,486319,NA,NA,1382
"I9_PVT","Portal vein thrombosis","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,511,432223,NA,NA,1383
"I9_RBBB","Right bundle-branch block","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,1347,375343,NA,NA,1384
"I9_REVASC","Coronary revascularization (ANGIO or CABG)","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,28800,416171,NA,NA,1385
"I9_RHEUFEV","Rheumatic fever incl heart disease","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,1228,499120,NA,NA,1386
"I9_RHEUFEVHRT","Rheumatic fever with heart involvement","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,176,499120,NA,NA,1387
"I9_RHEUFEVWITHOUTHEART","Rheumatic fever without mention of heart involvement","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,121,500227,NA,NA,1388
"I9_RHEUOTHHRT","Rheumatic heart disease, other","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,68,499120,NA,NA,1389
"I9_RHEUVALV","Rheumatic valve diseases","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,877,499120,NA,NA,1390
"I9_SAH","Subarachnoid haemorrhage","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,4180,450276,NA,NA,1391
"I9_SAHANEUR","Aneurysms, operations, SAH","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,6849,453828,NA,NA,1392
"I9_SECONDRIGHT","Secondary right heart disease","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,1467,486319,NA,NA,1393
"I9_SEQULAE","Sequelae of cerebrovascular disease","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,15879,453828,NA,NA,1394
"I9_STENOSIS","Occlusion and stenosis of arteries, not leading to stroke","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,529,453828,NA,NA,1395
"I9_STR","Stroke, excluding SAH","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,34110,450023,NA,NA,1396
"I9_STR_EMBOLIC","Embolic stroke","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,1808,453828,NA,NA,1397
"I9_STR_EMBOLIC_WITH_FLIMMER","Embolic stroke with flimmer","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,959,436816,NA,NA,1398
"I9_THROMBANG","Thromboangiitis obliterans","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,134,463106,NA,NA,1399
"I9_THROMBICV","Nonpyogenic thrombosis of intracranial venous system","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,316,453828,NA,NA,1400
"I9_THROMBOTH","Other embolism and thrombosis","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,5316,432223,NA,NA,1401
"I9_TIA","Transient ischemic attack","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,24948,453276,NA,NA,1402
"I9_UAP","Unstable angina pectoris","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,17428,443161,NA,NA,1403
"I9_VARICVE","Varicose veins","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,38467,432223,NA,NA,1404
"I9_VARICVEOES","Oesophageal varices","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,1410,432223,NA,NA,1405
"I9_VASCINT","Vascular diseases of the intestine","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,1362,463106,NA,NA,1406
"I9_VASCSYND","Vascular syndromes of brain in cerebrovascular disorders","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,1623,473404,NA,NA,1407
"I9_VEINSOTH","Other disorders of veins","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,18090,432223,NA,NA,1408
"I9_VHD","Valvular heart disease excluding rheumatic fever","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,28602,375343,NA,NA,1409
"I9_VTE","Venous thromboembolism","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,26333,474015,NA,NA,1410
"ILD_ENDPOINTS","Interstitial lung disease endpoints","Interstitial lung disease endpoints",NA,NA,NA,NA,NA,5765,494583,NA,NA,1411
"INCREASEDMUSCLETONE","Increased muscle tone","Miscellaneous, not yet classified endpoints",NA,NA,NA,NA,NA,239,500109,NA,NA,1412
"INFLUENZA","All influenza (not pneumonia)","Asthma and related endpoints",NA,NA,NA,NA,NA,6799,415538,NA,NA,1413
"INTERSTITIAL_CYSTIT_CHRONIC","Interstitial cystitis (chronic), drug-induced","XIV Diseases of the genitourinary system (N14_)",NA,NA,NA,NA,NA,118,500230,NA,NA,1414
"INV_VENT","Invasive ventilation","Comorbidities of COPD",NA,NA,NA,NA,NA,2664,493611,NA,NA,1415
"IPF","Idiopathic pulmonary fibrosis","Interstitial lung disease endpoints",NA,NA,NA,NA,NA,2700,494583,NA,NA,1416
"J10_ABSCLUNGPNEUMO","Abscess of lung","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,508,498405,NA,NA,1417
"J10_ABSCMEDIASTINUM","Abscess of mediastinum","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,61,498405,NA,NA,1418
"J10_ACUTELOWERNAS","Unspecified acute lower respiratory infection","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,6465,471806,NA,NA,1419
"J10_ACUTEUPPERINFEC","Acute upper respiratory infections of multiple and unspecified sites","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,52302,402652,NA,NA,1420
"J10_AIRWDISDUST","Airway disease due to specific organic dust","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,89,494595,NA,NA,1421
"J10_ARDS","Adult respiratory distress syndrome","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,431,493301,NA,NA,1422
"J10_ASBESTPNEUMOC","Pneumoconiosis due to asbestos and other mineral fibres","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,807,494595,NA,NA,1423
"J10_ASTHMACOPDKELA","Asthma/COPD (KELA code 203)","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,59317,409070,NA,NA,1424
"J10_BRONCHIECTASIS","Bronchiectasis","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,2932,409070,NA,NA,1425
"J10_BRONCHIOLITIS","Acute bronchiolitis","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,2818,471806,NA,NA,1426
"J10_BRONCHITIS","Acute bronchitis","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,20762,471806,NA,NA,1427
"J10_BRONCHNAS","Unspecified chronic bronchitis","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,1494,409070,NA,NA,1428
"J10_CHEMGASRESP","Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,302,494595,NA,NA,1429
"J10_CHRONLARYNGITIS","Chronic laryngitis and laryngotracheitis","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,5825,371520,NA,NA,1430
"J10_CHRONSINUSITIS","Chronic sinusitis","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,22099,371520,NA,NA,1431
"J10_CHRONTONSADEN","Chronic diseases of tonsils and adenoids","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,59700,371520,NA,NA,1432
"J10_COLD","Acute nasopharyngitis (common cold)","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,5435,402652,NA,NA,1433
"J10_COPD","COPD","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,24138,409070,NA,NA,1434
"J10_EMPHYSEMA","Emphysema","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,2711,409070,NA,NA,1435
"J10_EPIGLOTTITIS","Acute epiglottitis","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,556,402652,NA,NA,1436
"J10_EXTERLUNG","Lung diseases due to external agents","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,5753,494595,NA,NA,1437
"J10_HYPERSPNEUMONI","Hypersensitivity pneumonitis due to organic dust","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,575,494595,NA,NA,1438
"J10_INFLUENZA","All influenza","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,11558,415538,NA,NA,1439
"J10_INFLUPNEU","Influenza and pneumonia","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,84810,415538,NA,NA,1440
"J10_INORGPNEUMOC","Pneumoconiosis due to other inorganic dusts","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,130,494595,NA,NA,1441
"J10_LARYNGITIS","Acute laryngitis and tracheitis","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,6038,402652,NA,NA,1442
"J10_NASALPOLYP","Nasal polyp","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,8496,371520,NA,NA,1443
"J10_NECROTIC","Suppurative and necrotic conditions of lower respiratory tract","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,1943,498405,NA,NA,1444
"J10_PERITONSABSC","Peritonsillar abscess","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,10405,371520,NA,NA,1445
"J10_PHARYNGITIS","Acute pharyngitis","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,6953,402652,NA,NA,1446
"J10_PLEURA","Other diseases of pleura","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,20693,479655,NA,NA,1447
"J10_PLEUREFFUSION","Pleural effusion","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,6136,479655,NA,NA,1448
"J10_PLEUROTH","Other pleural conditions","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,3964,479655,NA,NA,1449
"J10_PNEUMOBACT","Bacterial pneumoniae","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,21582,415538,NA,NA,1450
"J10_PNEUMOHAEM","Pneumonia due to Haemophilus influenzae","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,116,415538,NA,NA,1451
"J10_PNEUMONIA","All pneumoniae","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,78791,421557,NA,NA,1452
"J10_PNEUMONISOLLIQ","Pneumonitis due to solids and liquids","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,3168,494595,NA,NA,1453
"J10_PNEUMONONBACT","Pneumonia due to other infectious organisms, not elsewhere classified","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,1157,415538,NA,NA,1454
"J10_PNEUMOPNEUMO","Pneumonia due to Streptococcus pneumoniae","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,1625,415538,NA,NA,1455
"J10_PNEUMOTHORAX","Pneumothorax","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,2713,479655,NA,NA,1456
"J10_PULMEOS","Pulmonary eosinophilia, not elsewhere classified","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,414,493301,NA,NA,1457
"J10_PULMOEDEMA","Pulmonary oedema","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,625,493301,NA,NA,1458
"J10_PYOTHORAX","Pyothorax","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,1471,498405,NA,NA,1459
"J10_RESPCONDEXT","Respiratory conditions due to other external agents","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,678,494595,NA,NA,1460
"J10_RESPOTHER","Other diseases of the respiratory system","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,8552,491796,NA,NA,1461
"J10_SEPTDEV","Deviated nasal septum","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,15803,371520,NA,NA,1462
"J10_SILICAPNEUMOC","Pneumoconiosis due to dust containing silica","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,119,494595,NA,NA,1463
"J10_SINUSITIS","Acute sinusitis","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,28616,402652,NA,NA,1464
"J10_TONSILLECTOMY","Tonsillectomy and adenotomy","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,39135,461213,NA,NA,1465
"J10_TONSILLITIS","Other and unspecified tonsillitis","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,18652,402652,NA,NA,1466
"J10_UPPERDIS","Other diseases of upper respiratory tract","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,128828,371520,NA,NA,1467
"J10_UPPERINFEC","Acute upper respiratory infections","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,97696,402652,NA,NA,1468
"J10_VIRALPNEUMO","Viral pneumonia","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,5181,415538,NA,NA,1469
