"phenocode","phenotype","category","pval","beta_altC","sebeta","mlogp","maf","n_case","n_control","bonferroni_sig","fdr","rank"
"H7_GLAUCOMA_XFG","Glaucoma, exfoliation","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,4277,473757,NA,NA,1135
"H7_GLAUCSECDRUG","Glaucoma secondary to drugs","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,109,473757,NA,NA,1136
"H7_GLAUCSECINFLAM","Glaucoma secondary to eye inflammation","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,303,473757,NA,NA,1137
"H7_GLAUCSECTRAUMA","Glaucoma secondary to eye trauma","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,221,473757,NA,NA,1138
"H7_GLAUCSUSP","Glaucoma suspect","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,15413,473757,NA,NA,1139
"H7_GLOBE","Disorders of globe","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,894,478098,NA,NA,1140
"H7_GLOBEDEGENERATED","Degenerative conditions of globe","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,193,478098,NA,NA,1141
"H7_GLOBENAS","Other and unspecified disorders of globe","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,66,478098,NA,NA,1142
"H7_HEREDRETINADYST","Hereditary retinal dystrophy","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,514,455449,NA,NA,1143
"H7_HERPESKERATITIS","Herpesviral keratitis and keratoconjunctivitis","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,1568,473095,NA,NA,1144
"H7_HETEROPHORIA","Heterophoria","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,3245,476776,NA,NA,1145
"H7_HETEROTRONAS","Other and unspecified heterotropia","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,95,476776,NA,NA,1146
"H7_HORDEOLUM","Hordeolum and other deep inflammation of eyelid","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,2071,453930,NA,NA,1147
"H7_HYPERMETRO","Hypermetropia","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,2721,476776,NA,NA,1148
"H7_INTERHETEROTRO","Intermittent heterotropia","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,2347,476776,NA,NA,1149
"H7_INTERNUCOPHTHALMOPLEGIA","Internuclear ophthalmoplegia","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,122,476776,NA,NA,1150
"H7_IRIDOACUTE","Acute and subacute iridocyclitis","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,8334,473095,NA,NA,1151
"H7_IRIDOCHRONIC","Chronic iridocyclitis","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,1869,473095,NA,NA,1152
"H7_IRIDOCYCLITIS","Iridocyclitis","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,9958,473095,NA,NA,1153
"H7_IRIDOCYCLITISINOTH","Iridocyclitis in diseases classified elsewhere","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,629,473095,NA,NA,1154
"H7_IRIDOCYC_ANTER","Anterior Iridocyclitis","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,8803,491545,NA,NA,1155
"H7_IRIDOLENS","Lens-induced iridocyclitis","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,57,473095,NA,NA,1156
"H7_IRIDONAS","Other and unspecified iridocyclitis","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,1550,473095,NA,NA,1157
"H7_IRISCILIARYNAS","Other specified and unspecified disorders of iris and ciliary body","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,135,473095,NA,NA,1158
"H7_KERATITIS","Keratitis","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,16577,473095,NA,NA,1159
"H7_KERATITISINOTH","Keratitis and keratoconjunctivitis in other diseases classified elsewhere","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,1296,473095,NA,NA,1160
"H7_KERATITISOTH","Other keratitis","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,4563,473095,NA,NA,1161
"H7_KERATOCONUS","Hereditary corneal dystrophies","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,1076,473095,NA,NA,1162
"H7_LACRIMALSYSTEM","Disorders of lacrimal system","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,19195,453930,NA,NA,1163
"H7_LACRIMINFLAMACU","Inflammation of lacrimal passages (acute and unspecified)","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,615,453930,NA,NA,1164
"H7_LACRIMINFLAMCHRON","Inflammation of lacrimal passages (chronic)","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,563,453930,NA,NA,1165
"H7_LACRINAS","Other and unspecified disorders of lacrimal system","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,66,453930,NA,NA,1166
"H7_LAGOPHTALMOS","Lagophthalmos","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,399,453930,NA,NA,1167
"H7_LENSDISLOCATIO","Dislocation of lens","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,535,409535,NA,NA,1168
"H7_LIDLACRIMALORBIT","Disorders of eyelid, lacrimal system and orbit","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,46418,453930,NA,NA,1169
"H7_MACULADEGEN","Degeneration of macula and posterior pole","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,21413,455449,NA,NA,1170
"H7_MILDVISIMPBINOC","Mild or no visual impairment, binocular","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,162,475933,NA,NA,1171
"H7_MODVISIMPBINOC","Moderate visual impairment, binocular","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,1098,475933,NA,NA,1172
"H7_MODVISIMPMONOC","Moderate visual impairment, monocular","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,133,475933,NA,NA,1173
"H7_MYOPIA","Myopia","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,5406,476776,NA,NA,1174
"H7_NYSTAGMUS","Nystagmus and other irregular eye movements","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,479,494683,NA,NA,1175
"H7_OCUMUSCLE","Disorders of ocular muscles, binocular movement, accommodation and refraction","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,23572,476776,NA,NA,1176
"H7_OCUPAIN","Ocular pain","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,3063,494683,NA,NA,1177
"H7_OPTATROPHY","Optic atrophy","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,629,496621,NA,NA,1178
"H7_OPTICDISCOTH","Other disorders of optic disc","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,435,496621,NA,NA,1179
"H7_OPTNERVE","Disorders of optic nerve and visual pathways","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,3727,496621,NA,NA,1180
"H7_OPTNERVNAS","Disorders of optic nerve, not elsewhere classified","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,694,496621,NA,NA,1181
"H7_OPTNEURITIS","Optic neuritis","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,1592,496621,NA,NA,1182
"H7_OPTNEUROTH","Other disorders of optic [2nd] nerve and visual pathways","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,2322,496621,NA,NA,1183
"H7_ORBIT","Disorders of orbit","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,1637,453930,NA,NA,1184
"H7_ORBITINFLAMACU","Acute inflammation of orbit","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,236,453930,NA,NA,1185
"H7_ORBITINFLAMCHRON","Chronic inflammatory disorders of orbit","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,91,453930,NA,NA,1186
"H7_ORBITNAS","Other and unspecified disorders of orbit","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,169,453930,NA,NA,1187
"H7_OTHENDOPHTHALMITIS","Other endophthalmitis","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,175,478098,NA,NA,1188
"H7_OTHERCONJ","Other disorders of conjunctiva","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,5450,454779,NA,NA,1189
"H7_OTHIRISCILIARY","Other disorders of iris and ciliary body","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,932,473095,NA,NA,1190
"H7_OTHRETARTOCC","Other retinal artery occlusion","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,780,455449,NA,NA,1191
"H7_PAPILLOEDEMA","Papilloedema, unspecified","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,793,496621,NA,NA,1192
"H7_PARASTRA3","Third [oculomotor] nerve palsy","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,606,476776,NA,NA,1193
"H7_PARASTRA4","Fourth [trochlear] nerve palsy","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,765,476776,NA,NA,1194
"H7_PARASTRA6","Sixth [abducent] nerve palsy","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,1130,476776,NA,NA,1195
"H7_PARASTRAB","Paralytic strabismus","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,2581,476776,NA,NA,1196
"H7_PARASTRANAS","Other or unspecified paralytic strabismus","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,244,476776,NA,NA,1197
"H7_PERIPHRETINADEGEN","Peripheral retinal degeneration","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,1129,455449,NA,NA,1198
"H7_POSTOPEYENAS","Other and unspecified postprocedural disorders of eye and adnexa","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,60,500262,NA,NA,1199
"H7_PRESBYOPIA","Presbyopia","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,2305,476776,NA,NA,1200
"H7_PROLIFRETINOPATHOTH","Other proliferative retinopathy","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,148,455449,NA,NA,1201
"H7_PTERYGIUM","Pterygium","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,968,454779,NA,NA,1202
"H7_PTOSIS","Ptosis of eyelid","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,4013,453930,NA,NA,1203
"H7_PURENDOPHTHALMITIS","Purulent endophthalmitis","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,195,478098,NA,NA,1204
"H7_REFRAACCOMMODIS","Disorders of refraction and accommodation","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,12151,476776,NA,NA,1205
"H7_RETARTOCCTRANS","Transient retinal artery occlusion","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,77,455449,NA,NA,1206
"H7_RETINAHAEMORR","Retinal haemorrhage","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,816,455449,NA,NA,1207
"H7_RETINALBREAK","Retinal breaks without detachment","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,6157,455449,NA,NA,1208
"H7_RETINALDETACH","Retinal detachments and breaks","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,15490,455449,NA,NA,1209
"H7_RETINALDETACHBREAK","Retinal detachment with retinal break","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,5041,455449,NA,NA,1210
"H7_RETINALDETACHOTH","Other, unspecified and serous retinal detachments","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,1064,455449,NA,NA,1211
"H7_RETINALDETACHTRACTION","Traction detachment of retina","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,295,455449,NA,NA,1212
"H7_RETINALDISOTH","Other retinal disorders","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,32428,455449,NA,NA,1213
"H7_RETINANAS","Other specified and unspecified retinal disorders","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,1200,455449,NA,NA,1214
"H7_RETINOCHISISCYST","Retinoschisis and retinal cysts","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,802,455449,NA,NA,1215
"H7_RETINODISINOTH","Other retinal disorders in diseases classified elsewhere","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,68,455449,NA,NA,1216
"H7_RETROBULBNEURINOTH","Retrobulbar neuritis in diseases classified elsewhere","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,125,496621,NA,NA,1217
"H7_SCLERACORNEA","Disorders of sclera, cornea, iris and ciliary body","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,27253,473095,NA,NA,1218
"H7_SCLERITIS","Scleritis","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,441,473095,NA,NA,1219
"H7_SEVVISIMPBINOC","Severe visual impairment, binocular","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,171,475933,NA,NA,1220
"H7_SEVVISIMPMONOC","Severe visual impairment, monocular","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,293,475933,NA,NA,1221
"H7_STENOLACRI","Stenosis and insufficiency of lacrimal passages","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,3633,453930,NA,NA,1222
"H7_STRABMECH","Mechanical strabismus","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,77,476776,NA,NA,1223
"H7_STRABNAS","Other specified and unspecified strabismus","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,407,476776,NA,NA,1224
"H7_STRABOTH","Other strabismus","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,10045,476776,NA,NA,1225
"H7_VASCCILIARY","Hyphaema and other vascular disorders of iris and ciliary body","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,665,473095,NA,NA,1226
"H7_VERTISTRAB","Vertical strabismus","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,1223,476776,NA,NA,1227
"H7_VISDISTNAS","Other and unspecified visual disturbances","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,3613,475933,NA,NA,1228
"H7_VISFIELDDEF","Visual field defects","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,3228,475933,NA,NA,1229
"H7_VISIMPBILATERAL","Blindness or visual impairment, binocular","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,157,475933,NA,NA,1230
"H7_VISUALPATHNAS","Disorder of visual pathways, unspecified","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,60,496621,NA,NA,1231
"H7_VISUDISTURB","Visual disturbances","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,22414,475933,NA,NA,1232
"H7_VISUDISTURBSUB","Subjective visual disturbances","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,10482,475933,NA,NA,1233
"H7_VITRBODYGLOBE","Disorders of vitreous body","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,21499,478098,NA,NA,1234
"H7_VITRCRYSTAL","Crystalline deposits in vitreous body","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,291,478098,NA,NA,1235
"H7_VITROPACIT","Other vitreous opacities","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,1356,478098,NA,NA,1236
"H7_VITROTH","Other and unspecified disorders of vitreous body","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,17224,478098,NA,NA,1237
"H7_VITRPROLAPSE","Vitreous prolapse","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,86,478098,NA,NA,1238
"H7_XANTHELASMA","Xanthelasma of eyelid","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,305,453930,NA,NA,1239
"H8_ABNAUDPER","Other abnormal auditory perceptions","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,380,437331,NA,NA,1240
"H8_BPV","Benign paroxysmal vertigo","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,12006,474839,NA,NA,1241
"H8_CERUMEN","Impacted cerumen","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,3609,485292,NA,NA,1242
"H8_CHOLEASTOMA","Cholesteatoma of middle ear","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,1916,465154,NA,NA,1243
"H8_CHRON_SUPOTITIS","Chronic suppurative otitis media","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,2748,465154,NA,NA,1244
"H8_DISCON","Discontinuity and dislocation of ear ossicles","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,180,465154,NA,NA,1245
"H8_EARNAS","Other specified/unspecified disorders of ear","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,97,437331,NA,NA,1246
"H8_EUSTNAS","Other disorders of Eustachian tube","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,1029,465154,NA,NA,1247
"H8_EUSTSALP","Eustachian salpingitis and obstruction","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,3346,465154,NA,NA,1248
"H8_EXTDISINOTH","Disorder of external ear, unspecified","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,1118,485292,NA,NA,1249
"H8_EXTERNAL","Diseases of external ear","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,15056,485292,NA,NA,1250
"H8_EXTOTITIS","Otitis externa","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,9471,485292,NA,NA,1251
"H8_EXT_ABSC","Abscess of external ear","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,501,485292,NA,NA,1252
"H8_EXT_CELLUL","Cellulitis of external ear","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,416,485292,NA,NA,1253
"H8_EXT_CHOL","Cholesteatoma of external ear","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,234,485292,NA,NA,1254
"H8_EXT_INFNAS","Other infective otitis externa","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,2237,485292,NA,NA,1255
"H8_EXT_MALIGN","Malignant otitis externa","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,57,485292,NA,NA,1256
"H8_EXT_NAS","Otitis externa, unspecified","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,4338,485292,NA,NA,1257
"H8_EXT_NONINF","Acute otitis externa, noninfective","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,577,485292,NA,NA,1258
"H8_EXT_OTH","Other otitis externa (chronic)","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,2400,485292,NA,NA,1259
"H8_HL_CON_NAS","Conductive hearing loss, unspecified","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,3255,437331,NA,NA,1260
"H8_HL_DEAFMUT","Deaf mutism, not elsewhere classified","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,183,437331,NA,NA,1261
"H8_HL_IDIOP","Sudden idiopathic hearing loss","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,3861,437331,NA,NA,1262
"H8_HL_MIX_NAS","Mixed conductive and sensorineural hearing loss","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,4810,437331,NA,NA,1263
"H8_HL_NAS","Other specified/unspecified hearing loss","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,3150,437331,NA,NA,1264
"H8_HL_OTOTOX","Ototoxic hearing loss","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,65,437331,NA,NA,1265
"H8_HL_PRESBY","Presbycusis","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,5817,437331,NA,NA,1266
"H8_HL_SEN_NAS","Sensorineural hearing loss","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,44745,437331,NA,NA,1267
"H8_INNERNAS","Other specified/unspecified diseases of inner ear","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,169,474839,NA,NA,1268
"H8_LABYRFISTU","Labyrinthine fistula","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,103,474839,NA,NA,1269
"H8_LABYRINTHITIS","Labyrinthitis","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,109,474839,NA,NA,1270
"H8_MASTACU","Acute mastoiditis","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,320,465154,NA,NA,1271
"H8_MASTCHRON","Chronic mastoiditis","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,936,465154,NA,NA,1272
"H8_MASTNAS","Other/unspecified mastoiditis and related conditions","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,163,465154,NA,NA,1273
"H8_MED_SUPP","Suppurative and unspecified otitis media","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,20472,465154,NA,NA,1274
"H8_MENIERE","Ménière disease","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,3680,474839,NA,NA,1275
"H8_MIDDLEADDH","Adhesive middle ear disease","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,600,465154,NA,NA,1276
"H8_MIDDLEMASTOID","Diseases of middle ear and mastoid","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,35194,465154,NA,NA,1277
"H8_MIDDMASTNAS","Other specified/unspecified disorders of middle ear and mastoid","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,80,465154,NA,NA,1278
"H8_MYRINGACU","Acute myringitis","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,248,465154,NA,NA,1279
"H8_MYRINGCHRON","Chronic myringitis","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,160,465154,NA,NA,1280
"H8_MYRINGNAS","Other specified/unspecified disorders of tympanic membrane","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,116,465154,NA,NA,1281
"H8_NOISEINNER","Noise effects on inner ear","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,1511,474839,NA,NA,1282
"H8_NONSUPPNAS","Nonsuppurative otitis media","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,12143,465154,NA,NA,1283
"H8_OSSICABN","Abnormalities of ear ossicles","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,66,465154,NA,NA,1284
"H8_OTALGIA","Otalgia","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,2986,437331,NA,NA,1285
"H8_OTHEREAR","Other disorders of ear","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,63017,437331,NA,NA,1286
"H8_OTHHEARINGLOSS","Other hearing loss","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,12430,437331,NA,NA,1287
"H8_OTIMEDNAS","Otitis media, unspecified","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,5209,465154,NA,NA,1288
"H8_OTORRHAGIA","Otorrhagia","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,217,437331,NA,NA,1289
"H8_OTORRHOEA","Otorrhoea","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,97,437331,NA,NA,1290
"H8_OTOSCLE","Otosclerosis","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,2920,474839,NA,NA,1291
"H8_PERCHRONDR","Perichondritis of external ear","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,610,485292,NA,NA,1292
"H8_PERFORATION","Perforation of tympanic membrane","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,3902,465154,NA,NA,1293
"H8_PINNADIS","Noninfective disorders of pinna","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,75,485292,NA,NA,1294
"H8_POLYPMIDD","Polyp of middle ear","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,53,465154,NA,NA,1295
"H8_POSTMASTCHOLEASTOMA","Recurrent cholesteatoma of postmastoidectomy cavity","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,103,437331,NA,NA,1296
"H8_POSTOP","Postprocedural disorders of ear and mastoid process, not elsewhere classified","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,269,437331,NA,NA,1297
"H8_POSTOPNAS","Other/unspecified postprocedural disorders of ear and mastoid process","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,89,437331,NA,NA,1298
"H8_STENOEXTCAN","Acquired stenosis of external ear canal","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,314,485292,NA,NA,1299
"H8_SUP_ACUTE","Acute suppurative otitis media","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,14095,465154,NA,NA,1300
"H8_SUP_OTINAS","Suppurative otitis media, unspecified","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,985,465154,NA,NA,1301
"H8_TINNITUS","Tinnitus","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,10008,437331,NA,NA,1302
"H8_VERTIGO","Disorders of vestibular function (Vertigo)","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,21139,474839,NA,NA,1303
"H8_VERTIGOCENT","Vertigo of central origin","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,528,474839,NA,NA,1304
"H8_VESTIBNEUR","Vestibular neuronitis","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,3342,474839,NA,NA,1305
"H8_VESTIFUNCNAS","Other/unspecified disorders of vestibular function","VIII Diseases of the ear and mastoid process (H8_)",NA,NA,NA,NA,NA,1321,474839,NA,NA,1306
"HAEMOPHIL_SEPTICHE","Haemophilus septicemia","Asthma and related endpoints",NA,NA,NA,NA,NA,64,499120,NA,NA,1307
"HEIGHT_IRN","Height, inverse-rank normalized","Quantitative endpoints",NA,NA,NA,NA,NA,364629,0,NA,NA,1308
"HERING_BILATERAL","Inguinal hernia, bilateral","XI Diseases of the digestive system (K11_)",NA,NA,NA,NA,NA,4091,426666,NA,NA,1309
"HERING_UNILATERAL","Inguinal hernia, unilateral","XI Diseases of the digestive system (K11_)",NA,NA,NA,NA,NA,953,426666,NA,NA,1310
"HYPOTE_DRUGS","Hypotension due to drugs","IX Diseases of the circulatory system (I9_)",NA,NA,NA,NA,NA,460,499888,NA,NA,1311
